function	caller_role	file	line
dispute_kind_breakdown_r2555	authenticated	web/src/app/founder-hospital-chain-equipment-handover-quality-scorecard/page.tsx	13
dispute_repair_job_escrow	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/escrow/RepairJobEscrowRepository.kt	208
distraction_trend_r2425	authenticated	web/src/app/founder-mental-bandwidth-tracker/page.tsx	20
distribution_summary_r1745	authenticated	web/src/app/founder-investor-distribution-schedule/page.tsx	70
docs_summary_per_investor_r1761	authenticated	web/src/app/founder-investor-tax-document-vault/page.tsx	12
dominant_emotion_distribution_r2497	authenticated	web/src/app/founder-weekly-mood-journal/page.tsx	15
dormant_focus_r2525	authenticated	web/src/app/founder-personal-network-health-tracker/page.tsx	12
dormant_focus_r2581	authenticated	web/src/app/founder-monthly-key-customer-personal-relationship/page.tsx	22
dpdp_compliance_summary_r2584	authenticated	web/src/app/founder-customer-equipment-data-portability-export/page.tsx	23
dpdp_compliance_summary_r2586	authenticated	web/src/app/founder-engineer-customer-photo-evidence-archive/page.tsx	78
dr_detector_audit_fleet_summary_r3132	authenticated	web/src/app/founder-dr-detector-pixel-defect-dqe-audit/page.tsx	102
dr_detector_calibration_capa_status_r3132	authenticated	web/src/app/founder-dr-detector-pixel-defect-dqe-audit/page.tsx	109
dr_detector_capa_event_rollup_r3132	authenticated	web/src/app/founder-dr-detector-pixel-defect-dqe-audit/page.tsx	107
dr_detector_defect_class_severity_r3132	authenticated	web/src/app/founder-dr-detector-pixel-defect-dqe-audit/page.tsx	108
dr_detector_dqe_mtf_resolution_r3132	authenticated	web/src/app/founder-dr-detector-pixel-defect-dqe-audit/page.tsx	104
dr_detector_ghost_image_audit_r3132	authenticated	web/src/app/founder-dr-detector-pixel-defect-dqe-audit/page.tsx	105
dr_detector_pixel_defect_severity_map_r3132	authenticated	web/src/app/founder-dr-detector-pixel-defect-dqe-audit/page.tsx	103
dr_detector_replacement_cost_funnel_r3132	authenticated	web/src/app/founder-dr-detector-pixel-defect-dqe-audit/page.tsx	106
drift_trend_monthly_r1807	authenticated	web/src/app/founder-hospital-service-window-drift/page.tsx	12
dropped_commits_r1793	authenticated	web/src/app/founder-investor-soft-commit-ladder/page.tsx	12
dsr_for_job	authenticated	app/src/main/kotlin/com/equipseva/app/features/repair/DsrRepository.kt	69
due_followups_r1962	authenticated	web/src/app/founder-networking-tracker/page.tsx	50
due_or_overdue_r1933	authenticated	web/src/app/founder-investor-lp-update-cadence-tracker/page.tsx	11
due_or_overdue_r1934	authenticated	web/src/app/founder-operating-cadence-health/page.tsx	32
due_replacements_r2047	authenticated	web/src/app/founder-hospital-equipment-replacement-plan/page.tsx	11
due_soon_investor_annual_reports_r2081	authenticated	web/src/app/founder-investor-annual-report-schedule/page.tsx	11
due_soon_investor_info_rights_r1917	authenticated	web/src/app/founder-investor-information-rights-log/page.tsx	12
due_soon_r2128	authenticated	web/src/app/founder-engineer-tool-calibration-schedule/page.tsx	11
due_touches_r2114	authenticated	web/src/app/founder-personal-crm/page.tsx	48
dunning_level_breakdown_r2452	authenticated	web/src/app/founder-customer-payment-aging-buckets/page.tsx	13
eacr_r2322_by_build	authenticated	web/src/app/founder-engineer-app-crash-anr-tracker/page.tsx	22
eacr_r2322_by_device	authenticated	web/src/app/founder-engineer-app-crash-anr-tracker/page.tsx	23
eacr_r2322_daily_trend	authenticated	web/src/app/founder-engineer-app-crash-anr-tracker/page.tsx	27
eacr_r2322_overview	authenticated	web/src/app/founder-engineer-app-crash-anr-tracker/page.tsx	21
eacr_r2322_priority_queue	authenticated	web/src/app/founder-engineer-app-crash-anr-tracker/page.tsx	25
eacr_r2322_recent_events	authenticated	web/src/app/founder-engineer-app-crash-anr-tracker/page.tsx	26
eacr_r2322_top_signatures	authenticated	web/src/app/founder-engineer-app-crash-anr-tracker/page.tsx	24
edit_my_chat_message	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/chat/ChatRepository.kt	325
effectiveness_summary_r2469	authenticated	web/src/app/founder-customer-monthly-business-review-tracker/page.tsx	21
effort_variance_r2381	authenticated	web/src/app/founder-weekly-priority-funnel-exit-rate/page.tsx	83
ehr_vendor_summary_r2279	authenticated	web/src/app/founder-hospital-chain-tech-stack-mapping/page.tsx	11
eligible_awards_focus_r2438	authenticated	web/src/app/founder-engineer-customer-praise-ledger/page.tsx	41
eligible_for_upgrade_r2492	authenticated	web/src/app/founder-customer-loyalty-program-tier-progression/page.tsx	20
emergency_kind_breakdown_r2591	authenticated	web/src/app/founder-hospital-chain-emergency-engineer-deployment/page.tsx	21
energy_trend_r1910	authenticated	web/src/app/founder-weekly-reflection-log/page.tsx	13
energy_trend_r1942	authenticated	web/src/app/founder-energy-audit/page.tsx	44
energy_vs_deep_work_r2425	authenticated	web/src/app/founder-mental-bandwidth-tracker/page.tsx	21
engagement_distribution_r1799	authenticated	web/src/app/founder-hospital-engagement-score-detail/page.tsx	74
engagement_distribution_r2532	authenticated	web/src/app/founder-customer-quarterly-business-review-stakeholder-attendance/page.tsx	21
engagement_kind_summary_r2559	authenticated	web/src/app/founder-hospital-chain-board-engagement-quality/page.tsx	13
engagement_score_distribution_r2507	authenticated	web/src/app/founder-hospital-chain-marketing-collateral-usage/page.tsx	14
engineer_active_escrows	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/escrow/RepairJobEscrowRepository.kt	136
engineer_archive_leaderboard_r2816	authenticated	web/src/app/founder-customer-monthly-engineer-job-completion-photo-archive/page.tsx	78
engineer_cadence_summary_r2374	authenticated	web/src/app/founder-engineer-post-incident-review-cadence/page.tsx	57
engineer_check_in_with_geo	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/repair/SupabaseRepairJobRepository.kt	132
engineer_coverage_summary_r2470	authenticated	web/src/app/founder-engineer-cross-training-matrix/page.tsx	88
engineer_customer_nps_bucket_mix_r2682	authenticated	web/src/app/founder-engineer-monthly-customer-net-promoter-individual/page.tsx	85
engineer_customer_nps_by_theme_r2682	authenticated	web/src/app/founder-engineer-monthly-customer-net-promoter-individual/page.tsx	82
engineer_customer_nps_detractors_r2682	authenticated	web/src/app/founder-engineer-monthly-customer-net-promoter-individual/page.tsx	83
engineer_customer_nps_kpis_r2682	authenticated	web/src/app/founder-engineer-monthly-customer-net-promoter-individual/page.tsx	79
engineer_customer_nps_open_actions_r2682	authenticated	web/src/app/founder-engineer-monthly-customer-net-promoter-individual/page.tsx	84
engineer_customer_nps_per_engineer_r2682	authenticated	web/src/app/founder-engineer-monthly-customer-net-promoter-individual/page.tsx	80
engineer_customer_nps_recent_verbatims_r2682	authenticated	web/src/app/founder-engineer-monthly-customer-net-promoter-individual/page.tsx	81
engineer_customer_strength_band_summary_r2370	authenticated	web/src/app/founder-engineer-customer-relationship-strength-score/page.tsx	51
engineer_distribution_heatmap_r2498	authenticated	web/src/app/founder-engineer-time-on-task-distribution/page.tsx	94
engineer_escalation_leaderboard_r2318	authenticated	web/src/app/founder-engineer-escalation-root-cause-taxonomy/page.tsx	108
engineer_escrow_summary	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/escrow/RepairJobEscrowRepository.kt	121
engineer_fillin_summary_r2406	authenticated	web/src/app/founder-engineer-cross-zone-fillin-tracker/page.tsx	129
engineer_has_complete_payout_methods	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/profile/SupabaseProfileRepository.kt	50
engineer_health_claims_summary_per_engineer_r1836	authenticated	web/src/app/founder-engineer-health-insurance-claims/page.tsx	34
engineer_late_night_hour_heatmap_r2402	authenticated	web/src/app/founder-engineer-late-night-call-answering-rate/page.tsx	98
engineer_late_night_recent_r2402	authenticated	web/src/app/founder-engineer-late-night-call-answering-rate/page.tsx	99
engineer_late_night_rollup_r2402	authenticated	web/src/app/founder-engineer-late-night-call-answering-rate/page.tsx	96
engineer_late_night_scorecards_list_r2402	authenticated	web/src/app/founder-engineer-late-night-call-answering-rate/page.tsx	100
engineer_late_night_topic_breakdown_r2402	authenticated	web/src/app/founder-engineer-late-night-call-answering-rate/page.tsx	97
engineer_leaderboard_handover_r2866	authenticated	web/src/app/founder-engineer-monthly-customer-handover-time-of-day-pattern/page.tsx	102
engineer_move_summary_r2314	authenticated	web/src/app/founder-engineer-regional-reassignment-cost-tracker/page.tsx	97
engineer_my_amc_earnings	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/amc/AmcRepository.kt	236
engineer_my_amc_visits	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/amc/AmcRepository.kt	214
engineer_my_disputes	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/escrow/RepairJobEscrowRepository.kt	187
engineer_my_rank	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/escrow/RepairJobEscrowRepository.kt	127
engineer_my_suspension	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/engineers/SupabaseEngineerRepository.kt	28
engineer_offenders_r2310	authenticated	web/src/app/founder-engineer-kit-completeness-audit/page.tsx	87
engineer_profile_completeness	authenticated	app/src/main/kotlin/com/equipseva/app/features/profile/ProfileCompletenessRepository.kt	35
engineer_public_profile	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/engineers/EngineerDirectoryRepository.kt	210
engineer_public_tier_label	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/engineers/EngineerDirectoryRepository.kt	225
engineer_quality_summary_r2555	authenticated	web/src/app/founder-hospital-chain-equipment-handover-quality-scorecard/page.tsx	16
engineer_recent_reviews	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/engineers/EngineerDirectoryRepository.kt	265
engineer_respond_to_escrow_dispute	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/escrow/RepairJobEscrowRepository.kt	226
engineer_review_summary_by_category	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/engineers/EngineerDirectoryRepository.kt	310
engineer_sla_board	authenticated	web/src/app/engineers/[id]/page.tsx	82
engineer_spare_parts_returns_audit_r1728	authenticated	web/src/app/founder-engineer-spare-parts-order-history/page.tsx	13
engineer_spare_parts_spend_summary_r1728	authenticated	web/src/app/founder-engineer-spare-parts-order-history/page.tsx	12
engineer_summary_customer_monthly_engineer_on_site_time_r2852	authenticated	web/src/app/founder-customer-monthly-engineer-on-site-time-optimization/page.tsx	83
engineer_travel_city_breakdown_r2354	authenticated	web/src/app/founder-engineer-travel-vs-billable-time/page.tsx	22
engineer_travel_daily_trend_r2354	authenticated	web/src/app/founder-engineer-travel-vs-billable-time/page.tsx	25
engineer_travel_headline_kpis_r2354	authenticated	web/src/app/founder-engineer-travel-vs-billable-time/page.tsx	21
engineer_travel_optimization_actions_list_r2354	authenticated	web/src/app/founder-engineer-travel-vs-billable-time/page.tsx	27
engineer_travel_region_rollup_r2354	authenticated	web/src/app/founder-engineer-travel-vs-billable-time/page.tsx	23
engineer_travel_top_performers_r2354	authenticated	web/src/app/founder-engineer-travel-vs-billable-time/page.tsx	26
engineer_travel_worst_offenders_r2354	authenticated	web/src/app/founder-engineer-travel-vs-billable-time/page.tsx	24
engineer_view_hospital_tier	authenticated	app/src/main/kotlin/com/equipseva/app/features/mybids/HospitalTierPreviewRepository.kt	33
engineers_blocked_r1912	authenticated	web/src/app/founder-engineer-cross-training-roadmap/page.tsx	11
engineers_directory_search	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/engineers/EngineerDirectoryRepository.kt	192
eol_category_breakdown_r2296	authenticated	web/src/app/founder-customer-eol-equipment-replacement-pipeline/page.tsx	13
eol_kpi_snapshot_r2296	authenticated	web/src/app/founder-customer-eol-equipment-replacement-pipeline/page.tsx	10
eol_pipeline_summary_r2296	authenticated	web/src/app/founder-customer-eol-equipment-replacement-pipeline/page.tsx	11
eol_quote_summary_r2296	authenticated	web/src/app/founder-customer-eol-equipment-replacement-pipeline/page.tsx	14
eol_spare_shortage_r2296	authenticated	web/src/app/founder-customer-eol-equipment-replacement-pipeline/page.tsx	16
eol_stale_alerts_r2296	authenticated	web/src/app/founder-customer-eol-equipment-replacement-pipeline/page.tsx	15
eol_top_at_risk_r2296	authenticated	web/src/app/founder-customer-eol-equipment-replacement-pipeline/page.tsx	12
epwqa_coaching_feed_r2226	authenticated	web/src/app/founder-engineer-photo-walkthrough-quality-audit/page.tsx	11
epwqa_engineer_leaderboard_r2226	authenticated	web/src/app/founder-engineer-photo-walkthrough-quality-audit/page.tsx	10
epwqa_kind_distribution_r2226	authenticated	web/src/app/founder-engineer-photo-walkthrough-quality-audit/page.tsx	12
epwqa_pending_queue_r2226	authenticated	web/src/app/founder-engineer-photo-walkthrough-quality-audit/page.tsx	9
equipment_failure_hotlist_r2907	authenticated	web/src/app/founder-hospital-chain-quarterly-ot-schedule-disruption-root-cause-audit/page.tsx	88
equipment_kind_breakdown_r2567	authenticated	web/src/app/founder-hospital-chain-equipment-vendor-comparison-matrix/page.tsx	13
equipment_kind_breakdown_r2575	authenticated	web/src/app/founder-hospital-chain-equipment-installed-base-inventory/page.tsx	81
equipment_kind_distribution_r2623	authenticated	web/src/app/founder-hospital-chain-equipment-fleet-renewal-roadmap/page.tsx	13
equipment_kind_summary_r2431	authenticated	web/src/app/founder-hospital-chain-equipment-uptime-sla-board/page.tsx	23
equipment_kind_summary_r2440	authenticated	web/src/app/founder-customer-equipment-utilization-spike-detector/page.tsx	42
equipment_kind_summary_r2508	authenticated	web/src/app/founder-customer-equipment-acceptance-handover-runbook/page.tsx	15
equipment_kind_summary_r2528	authenticated	web/src/app/founder-customer-equipment-loaner-fleet-utilization/page.tsx	124
equipment_kind_summary_r2534	authenticated	web/src/app/founder-engineer-equipment-specialization-depth-curve/page.tsx	14
equipment_kind_summary_r2580	authenticated	web/src/app/founder-customer-quarterly-equipment-utilization-bench/page.tsx	129
equipment_needing_attention_r1940	authenticated	web/src/app/founder-engineer-equipment-wear-tracker/page.tsx	11
equity_kt_category_completion_r2379	authenticated	web/src/app/founder-hospital-chain-account-equity-transfer-log/page.tsx	16
equity_transfer_at_risk_r2379	authenticated	web/src/app/founder-hospital-chain-account-equity-transfer-log/page.tsx	14
equity_transfer_by_reason_r2379	authenticated	web/src/app/founder-hospital-chain-account-equity-transfer-log/page.tsx	13
equity_transfer_owner_load_r2379	authenticated	web/src/app/founder-hospital-chain-account-equity-transfer-log/page.tsx	15
equity_transfer_summary_r2379	authenticated	web/src/app/founder-hospital-chain-account-equity-transfer-log/page.tsx	12
escalated_audits_r2023	authenticated	web/src/app/founder-hospital-equipment-inventory-audit/page.tsx	41
escalated_claims_r2424	authenticated	web/src/app/founder-customer-warranty-claim-pipeline/page.tsx	49
escalation_breakdown_r2416	authenticated	web/src/app/founder-customer-spare-part-stockout-impact/page.tsx	24
escalation_depth_distribution_r2352	authenticated	web/src/app/founder-customer-service-escalation-transparency/page.tsx	100
escalation_queue_r3023	authenticated	web/src/app/founder-hospital-chain-quarterly-infusion-pump-library-inventory-drug-library-sync-audit/page.tsx	23
escalations_r2028	authenticated	web/src/app/founder-engineer-customer-reaction-tracker/page.tsx	11
esop_pool_evolution_r2529	authenticated	web/src/app/founder-cap-table-history-snapshot/page.tsx	16
esop_refresh_summary_r2421	authenticated	web/src/app/founder-cap-table-dilution-projection/page.tsx	24
evaluate_all_pending_referrals	service_role	supabase/functions/cron-tick/index.ts	315
event_kind_breakdown_r2560	authenticated	web/src/app/founder-customer-loyalty-event-attendance/page.tsx	21
event_kind_breakdown_r2574	authenticated	web/src/app/founder-engineer-customer-trust-credit-score/page.tsx	22
excellence_top_nominees_r1827	authenticated	web/src/app/founder-hospital-service-excellence-awards/page.tsx	40
excellence_year_summary_r1827	authenticated	web/src/app/founder-hospital-service-excellence-awards/page.tsx	39
exec_360_v3_capital_kpis	authenticated	web/src/app/founder-executive-360-v3/page.tsx	72
exec_360_v3_compliance_kpis	authenticated	web/src/app/founder-executive-360-v3/page.tsx	80
exec_360_v3_drill_cards	authenticated	web/src/app/founder-executive-360-v3/page.tsx	88
exec_360_v3_engineering_kpis	authenticated	web/src/app/founder-executive-360-v3/page.tsx	64
exec_360_v3_growth_kpis	authenticated	web/src/app/founder-executive-360-v3/page.tsx	84
exec_360_v3_ops_kpis	authenticated	web/src/app/founder-executive-360-v3/page.tsx	76
exec_360_v3_revenue_kpis	authenticated	web/src/app/founder-executive-360-v3/page.tsx	68
exec_role_distribution_r2635	authenticated	web/src/app/founder-hospital-chain-exec-event-attendance-tracker/page.tsx	69
exercise_vs_energy_r2493	authenticated	web/src/app/founder-energy-management-tracker/page.tsx	14
exhausted_r2105	authenticated	web/src/app/founder-investor-reserve-capital-tracker/page.tsx	55
expected_close_this_quarter_r1705	authenticated	web/src/app/founder-investor-pipeline-heatmap/page.tsx	75
expected_promotions_this_quarter_r2506	authenticated	web/src/app/founder-engineer-tier-progression-momentum/page.tsx	14
expensive_r2171	authenticated	web/src/app/founder-hospital-customer-repair-job-cost-index/page.tsx	10
expertise_gaps_r1740	authenticated	web/src/app/founder-engineer-equipment-expertise-map/page.tsx	59
expire_lapsed_amc_contracts	service_role	supabase/functions/cron-tick/index.ts	175
expire_stale_cost_revisions	service_role	supabase/functions/cron-tick/index.ts	97
expired_calibration_focus_r2434	authenticated	web/src/app/founder-engineer-tool-kit-inventory/page.tsx	21
expired_discount_requests_r1707	authenticated	web/src/app/founder-hospital-discount-approval-queue/page.tsx	12
expiring_30d_focus_r2620	authenticated	web/src/app/founder-customer-equipment-warranty-renewal-pipeline/page.tsx	12
expiring_30d_r2428	authenticated	web/src/app/founder-customer-amc-renewal-runway-board/page.tsx	20
expiring_506b_verifications_r1809	authenticated	web/src/app/founder-investor-506b-compliance-tracker/page.tsx	12
expiring_60d_r2449	authenticated	web/src/app/founder-vendor-contract-risk-register/page.tsx	20
expiring_60d_r2488	authenticated	web/src/app/founder-customer-equipment-warranty-status-board/page.tsx	20
expiring_audit_docs_r2383	authenticated	web/src/app/founder-hospital-chain-regulatory-audit-readiness/page.tsx	99
expiring_certs_r2024	authenticated	web/src/app/founder-engineer-certification-renewal-tracker/page.tsx	11
expiring_certs_r2414	authenticated	web/src/app/founder-engineer-skill-decay-radar/page.tsx	13
expiring_completions_r1796	authenticated	web/src/app/founder-engineer-training-module-library/page.tsx	12
expiring_consents_r1833	authenticated	web/src/app/founder-investor-comm-preferences/page.tsx	13
expiring_coverage_r1960	authenticated	web/src/app/founder-engineer-insurance-welfare-tracker/page.tsx	11
expiring_distributions_r1817	authenticated	web/src/app/founder-investor-pitch-material-tracker/page.tsx	12
expiring_documents_r1753	authenticated	web/src/app/founder-investor-beneficiary-roster/page.tsx	13
expiring_ndas_r1801	authenticated	web/src/app/founder-investor-confidential-nda-vault/page.tsx	11
expiring_pro_rata_rights_v2_r1901	authenticated	web/src/app/founder-investor-pro-rata-right-tracker-v2/page.tsx	12
expiring_quotes_r1735	authenticated	web/src/app/founder-hospital-replacement-equipment-quotes/page.tsx	61
expiring_skill_validations_r1944	authenticated	web/src/app/founder-engineer-skill-validation-audit/page.tsx	11
expiring_soon_r1959	authenticated	web/src/app/founder-hospital-multi-year-contract-pipeline/page.tsx	11
expiring_soon_r2051	authenticated	web/src/app/founder-hospital-maintenance-contract-status/page.tsx	11
expiring_soon_r2069	authenticated	web/src/app/founder-investor-confidentiality-agreement-tracker/page.tsx	11
expiring_soon_r2101	authenticated	web/src/app/founder-investor-cap-table-lockup-tracker/page.tsx	42
expiring_soon_r2121	authenticated	web/src/app/founder-investor-mutual-nda-tracker/page.tsx	39
expiring_soon_r2124	authenticated	web/src/app/founder-engineer-equipment-certifications/page.tsx	10
expiring_soon_r2411	authenticated	web/src/app/founder-hospital-chain-renewal-commitment-desk/page.tsx	51
expiring_tag_along_rights_r2109	authenticated	web/src/app/founder-investor-tag-along-right-tracker/page.tsx	10
expiring_trials_r1787	authenticated	web/src/app/founder-hospital-free-trial-conversion/page.tsx	61
expiring_within_30d_r1903	authenticated	web/src/app/founder-hospital-equipment-warranty-expiry/page.tsx	11
export_kind_distribution_r2616	authenticated	web/src/app/founder-customer-equipment-data-export-revenue/page.tsx	13
export_my_data	authenticated	app/src/main/kotlin/com/equipseva/app/core/data/account/SupabaseDataExportRepository.kt	21
extra_comp_owed_r2410	authenticated	web/src/app/founder-engineer-on-call-after-hours-tracker/page.tsx	102
f_policy_all_items_r2817	authenticated	web/src/app/founder-quarterly-india-policy-watch/page.tsx	73
f_policy_by_ministry_r2817	authenticated	web/src/app/founder-quarterly-india-policy-watch/page.tsx	67
f_policy_by_stage_r2817	authenticated	web/src/app/founder-quarterly-india-policy-watch/page.tsx	68
f_policy_concerned_items_r2817	authenticated	web/src/app/founder-quarterly-india-policy-watch/page.tsx	71
f_policy_engagement_log_r2817	authenticated	web/src/app/founder-quarterly-india-policy-watch/page.tsx	70
f_policy_engagement_summary_r2817	authenticated	web/src/app/founder-quarterly-india-policy-watch/page.tsx	72
f_policy_kpis_r2817	authenticated	web/src/app/founder-quarterly-india-policy-watch/page.tsx	66
f_policy_top_impact_r2817	authenticated	web/src/app/founder-quarterly-india-policy-watch/page.tsx	69
f_r2283_cxo_directory_summary	authenticated	web/src/app/founder-hospital-chain-cxo-contact-directory/page.tsx	16
f_r2283_cxo_priority_directory	authenticated	web/src/app/founder-hospital-chain-cxo-contact-directory/page.tsx	10
f_r2283_cxo_recent_touchpoints	authenticated	web/src/app/founder-hospital-chain-cxo-contact-directory/page.tsx	13
f_r2283_cxo_relationship_mix	authenticated	web/src/app/founder-hospital-chain-cxo-contact-directory/page.tsx	12
f_r2283_cxo_stale_contacts	authenticated	web/src/app/founder-hospital-chain-cxo-contact-directory/page.tsx	14
f_r2283_cxo_tier_rollup	authenticated	web/src/app/founder-hospital-chain-cxo-contact-directory/page.tsx	11
f_r2283_cxo_upcoming_followups	authenticated	web/src/app/founder-hospital-chain-cxo-contact-directory/page.tsx	15
f_r2707_action_pipeline_summary	authenticated	web/src/app/founder-hospital-chain-monthly-vendor-of-record-share/page.tsx	105
f_r2707_at_risk_chains	authenticated	web/src/app/founder-hospital-chain-monthly-vendor-of-record-share/page.tsx	103
f_r2707_cause_breakdown	authenticated	web/src/app/founder-hospital-chain-monthly-vendor-of-record-share/page.tsx	101
f_r2707_chain_share_overview	authenticated	web/src/app/founder-hospital-chain-monthly-vendor-of-record-share/page.tsx	98
f_r2707_chain_share_rows	authenticated	web/src/app/founder-hospital-chain-monthly-vendor-of-record-share/page.tsx	99
f_r2707_increase_actions	authenticated	web/src/app/founder-hospital-chain-monthly-vendor-of-record-share/page.tsx	104
f_r2707_share_movement_breakdown	authenticated	web/src/app/founder-hospital-chain-monthly-vendor-of-record-share/page.tsx	100
f_r2707_top_competitors	authenticated	web/src/app/founder-hospital-chain-monthly-vendor-of-record-share/page.tsx	102
f_r2843_by_chain	authenticated	web/src/app/founder-hospital-chain-quarterly-equipment-fleet-uptime-by-modality/page.tsx	108
f_r2843_by_modality	authenticated	web/src/app/founder-hospital-chain-quarterly-equipment-fleet-uptime-by-modality/page.tsx	107
f_r2843_cohort_risk	authenticated	web/src/app/founder-hospital-chain-quarterly-equipment-fleet-uptime-by-modality/page.tsx	109
f_r2843_intervention_roi	authenticated	web/src/app/founder-hospital-chain-quarterly-equipment-fleet-uptime-by-modality/page.tsx	111
f_r2843_interventions	authenticated	web/src/app/founder-hospital-chain-quarterly-equipment-fleet-uptime-by-modality/page.tsx	110
f_r2843_kpi_summary	authenticated	web/src/app/founder-hospital-chain-quarterly-equipment-fleet-uptime-by-modality/page.tsx	105
f_r2843_outcome_mix	authenticated	web/src/app/founder-hospital-chain-quarterly-equipment-fleet-uptime-by-modality/page.tsx	112
f_r2843_uptime_rows	authenticated	web/src/app/founder-hospital-chain-quarterly-equipment-fleet-uptime-by-modality/page.tsx	106
f_r2865_energy_activities	authenticated	web/src/app/founder-quarterly-strategic-personal-energy-recovery/page.tsx	83
f_r2865_energy_by_category	authenticated	web/src/app/founder-quarterly-strategic-personal-energy-recovery/page.tsx	85
f_r2865_energy_consistency_summary	authenticated	web/src/app/founder-quarterly-strategic-personal-energy-recovery/page.tsx	89
f_r2865_energy_drops	authenticated	web/src/app/founder-quarterly-strategic-personal-energy-recovery/page.tsx	87
f_r2865_energy_kpis	authenticated	web/src/app/founder-quarterly-strategic-personal-energy-recovery/page.tsx	84
f_r2865_energy_quarter_verdict	authenticated	web/src/app/founder-quarterly-strategic-personal-energy-recovery/page.tsx	90
f_r2865_energy_top_double_down	authenticated	web/src/app/founder-quarterly-strategic-personal-energy-recovery/page.tsx	86
f_r2865_energy_weekly_log	authenticated	web/src/app/founder-quarterly-strategic-personal-energy-recovery/page.tsx	88
f_r3037_category_honesty	authenticated	web/src/app/founder-quarterly-strategic-engineer-founder-annual-letter-honesty-promise-audit/page.tsx	24
f_r3037_findings_by_severity	authenticated	web/src/app/founder-quarterly-strategic-engineer-founder-annual-letter-honesty-promise-audit/page.tsx	22
f_r3037_honesty_grade_distribution	authenticated	web/src/app/founder-quarterly-strategic-engineer-founder-annual-letter-honesty-promise-audit/page.tsx	21
f_r3037_open_critical_findings	authenticated	web/src/app/founder-quarterly-strategic-engineer-founder-annual-letter-honesty-promise-audit/page.tsx	23
f_r3037_promise_scorecard	authenticated	web/src/app/founder-quarterly-strategic-engineer-founder-annual-letter-honesty-promise-audit/page.tsx	19
f_r3037_status_distribution	authenticated	web/src/app/founder-quarterly-strategic-engineer-founder-annual-letter-honesty-promise-audit/page.tsx	20
f_r3037_year_accuracy	authenticated	web/src/app/founder-quarterly-strategic-engineer-founder-annual-letter-honesty-promise-audit/page.tsx	25
facility_headroom_ranking_r3101	authenticated	web/src/app/founder-lender-bank-credit-facility-headroom-stress/page.tsx	111
facility_portfolio_summary_r3101	authenticated	web/src/app/founder-lender-bank-credit-facility-headroom-stress/page.tsx	109
facility_type_concentration_r3101	authenticated	web/src/app/founder-lender-bank-credit-facility-headroom-stress/page.tsx	116
fading_skills_r1844	authenticated	web/src/app/founder-engineer-long-tail-skill-pool/page.tsx	13
failed_audits_r2044	authenticated	web/src/app/founder-engineer-quality-audit-tracker/page.tsx	46
failed_items_analysis_r1892	authenticated	web/src/app/founder-engineer-pre-service-checklist/page.tsx	13
failure_pattern_summary_r1900	authenticated	web/src/app/founder-engineer-field-equipment-failures/page.tsx	41
fairness_distribution_r2442	authenticated	web/src/app/founder-engineer-night-shift-fairness-tracker/page.tsx	15
fairness_distribution_r2526	authenticated	web/src/app/founder-engineer-weekend-overtime-fairness/page.tsx	23
fast_decisions_r1990	authenticated	web/src/app/founder-decision-cycle-time/page.tsx	11
fast_velocity_weeks_r2130	authenticated	web/src/app/founder-decision-velocity-tracker/page.tsx	10
fastest_engineers_r1808	authenticated	web/src/app/founder-engineer-repair-time-benchmark/page.tsx	13
fatigue_severity_breakdown_r2467	authenticated	web/src/app/founder-engineer-callout-overtime-tracker/page.tsx	21
fbg_active_r2245	authenticated	web/src/app/founder-priority-backlog-grooming/page.tsx	12
fbg_category_breakdown_r2245	authenticated	web/src/app/founder-priority-backlog-grooming/page.tsx	14
fbg_completion_log_r2245	authenticated	web/src/app/founder-priority-backlog-grooming/page.tsx	15
fbg_deferred_due_r2245	authenticated	web/src/app/founder-priority-backlog-grooming/page.tsx	13
fbg_events_recent_r2245	authenticated	web/src/app/founder-priority-backlog-grooming/page.tsx	16
fbg_inbox_top_r2245	authenticated	web/src/app/founder-priority-backlog-grooming/page.tsx	11
fbg_summary_r2245	authenticated	web/src/app/founder-priority-backlog-grooming/page.tsx	10
fc_r3060_drop_verdict_breakdown	authenticated	web/src/app/founder-customer-monthly-engineer-hospital-stretcher-side-rail-latch-drop-test-compliance/page.tsx	21
fc_r3060_engineer_scorecard	authenticated	web/src/app/founder-customer-monthly-engineer-hospital-stretcher-side-rail-latch-drop-test-compliance/page.tsx	19
